Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Question 10,Question 11,Question 12,Question 13,Question 14,Question 15,Question 16,Question 17,Question 18,Question 19,Question 20,Question 21,Question 22,Question 23,Question 24,Question 25,Question 26,Question 27,Question 28,Question 29,Question 30,Question 31,Question 32,Question 33,Question 34,Question 48,Question 49,Question 50,Question 51,Question 52,Question 53,Question 54,Question 55,Question 56,Question 57,Question 58,Question 59,Question 60,Question 61,Question 62,Question 63,Question 64,Question 65,Question 66,Question 67,Question 68,Question 69,Question 70,Question 71,Question 72,Question 73,Question 74,Question 75,Question 76,Question 77,Question 78,Question 79,Question 80,Question 81,Question 82,Question 83,Question 84,Question 85,Question 86,Question 87,Question 88,Question 89,Question 90,Question 91,Question 92,Question 93,Question 94,Question 95,Question 96,Question 97,Question 98,Question 99,Question 100,Question 101,Question 102,Question 103,Question 104,Question 105,Question 106,Question 107,Question 108,Question 109,Question 110,Question 111,Question 112,Question 113,Question 114,Question 115,Question 116,Question 117,Question 118
38,Male,Poland,nan,Yes,No,No,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,"No, I don't know any",Yes,I don't know,N/A (was not aware),None did,None did,I don't know,Some of my previous supervisors,Maybe,Somewhat open,No,Don't Know,Don't Know,nan,Rarely,Rarely,Poland,nan,Not applicable to me,Not applicable to me,Unsure,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not applicable to me,Yes,Physical health,No,nan,Yes,"General discussion about current feelings, about the attitude to work and life-work balance and its influence on my work.",Yes,nan,8,5,No,nan,nan,3,nan,Maybe/Not sure,nan,3,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,Female,United Kingdom,nan,No,Yes,No,100-500,Yes,I don't know,I don't know,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,nan,nan,Yes,I don't know,I was aware of some,None did,None did,I don't know,"No, none of my previous supervisors",No,Not open at all,Yes,No,No,nan,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,"Yes, I observed",Physical health,No,nan,No,nan,Yes,Conversation at interview about there being trained mental-health first aiders at the company.,6,6,nan,nan,Yes,Physical health,No,nan,No,nan,Yes,"Colleague had re-entered the workplace after long-term absence due to paranoia.  Had a series of very uncomfortable conversations being both accused of conspiracy and asked for help to thwart a conspiracy.  They admitted paranoia was an issue but I had nobody to turn to but HR.  I felt awful that I could not do something  apart from listen and hope I wouldn't be reported to HR for misconduct, which is what the person said they would do if I didn't help with their conspiracy. What is the correct way to react?",6,1,No,nan,nan,2,"Colleague with paranoia not supported and the rest of us didn't know what to do.  I know that not having a particular issue means you should do everything in your power to support people with problems but, from the experience of having a chronically depressed parent, I know that caring can absolutely take over.",Maybe/Not sure,nan,3,Flexibility in working practices. Not making it an issue to take time off.,No. Thank you for your concern.,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,Male,United Kingdom,nan,No,No,Yes,100-500,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Yes,nan,nan,Yes,Some did,I was aware of some,None did,Some did,"Yes, always",Some of my previous supervisors,Maybe,Very open,No,Possibly,No,nan,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,No,Physical health,Yes,Spoke to my line manager about being overwelmed.  He was sympathetic and spoke to HR who gave me several days of paid leave,Yes,Over lunch I shared that I was feeling down and underwelmed by work.  They sat and listened to me and suggested some things that I could do,No,nan,8,8,nan,nan,Yes,Mental health,No,nan,No,nan,No,nan,8,5,No,nan,nan,5,nan,"Yes, I observed",nan,3,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,Male,United States of America,Pennsylvania,No,Yes,Yes,26-100,Yes,Yes,I don't know,No,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,Yes,nan,nan,Yes,I don't know,N/A (was not aware),None did,None did,I don't know,"No, none of my previous supervisors",No,Very open,No,Yes,Yes,Yes,Rarely,Sometimes,United States of America,Pennsylvania,nan,nan,nan,nan,No,Same level of comfort for each,Yes,I discussed how my anxiety manifests and gave some guidance on what they can do to lessen the impact of it. The reaction was one of support and assistance.,Yes,"I mentioned that I have anxiety and depression, and learned about some of the struggles they have as well. It was a conversation of empathy and sharing.",Yes,"Same as mine, it was the same conversation",5,5,nan,nan,Yes,Physical health,No,nan,Yes,"Again, talked about anxiety and impostor syndrome and found shared experiences.",No,nan,5,3,Yes,No,nan,9,nan,"Yes, I observed",nan,2,"We need to fix a lot of things, like bad on-call rotations, deal with stress levels",nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,Male,United Kingdom,nan,No,No,No,More than 1000,No,Yes,I don't know,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,nan,nan,Yes,I don't know,N/A (was not aware),I don't know,Some did,"Yes, always","Yes, all of my previous supervisors",No,Somewhat open,No,No,No,nan,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,No,Physical health,No,nan,Yes,"describing the reasons for a day off
was acknowledged by select coworkers I spoke to",Yes,described reasons for a colleague to be on sick leave,7,7,nan,nan,Yes,Same level of comfort for each,No,nan,No,nan,No,nan,6,4,No,nan,nan,5,nan,No,nan,1,"Speak about it, take it as a part of life, something to expect to happen at some point in everybody's life",No,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,Male,United States of America,Pennsylvania,No,Yes,Yes,100-500,Yes,I don't know,Yes,No,Yes,No,Yes,No,Somewhat difficult,No,Maybe,nan,nan,No,nan,nan,nan,nan,nan,nan,Maybe,Very open,Maybe,Yes,Yes,Yes,Sometimes,Often,United States of America,Pennsylvania,nan,nan,nan,nan,No,Physical health,No,nan,No,nan,No,nan,8,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,6,nan,No,nan,2,"I think awareness is key. If we can create an understanding about the conditions that people face, I think it will be much easier to normalize behaviors that support them.",How can I get involved??,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,Female,Canada,nan,No,Yes,Yes,More than 1000,Yes,Yes,I don't know,No,Yes,Yes,No,No,Somewhat difficult,Maybe,Maybe,nan,nan,Yes,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,I don't know,Some of my previous supervisors,No,Very open,Maybe,Yes,Yes,Yes,Often,Often,Canada,nan,nan,nan,nan,nan,"Yes, I observed",Physical health,No,nan,Yes,"At my old job I told a few people, including one manager I had during my time there. They were generally supportive but it was hard for them to understand unless they had direct experience with mental illness themselves or through someone close to them.",Yes,"In general, these conversations were always confidential and secretive. Not out in the open.",6,4,nan,nan,Yes,Physical health,Yes,"I've had to take time off for mental health (usually about 4 weeks) a few times in my career. I usually have to hit the breaking point before changes are made to my workload or anxiety-producing situation. I have also resigned due to mental health (and in one case, returned later).",Yes,Mostly supportive. People either reveal their own mental health struggles (surprisingly common) or try to understand. Sometimes I end up feeling worse if I can tell they are struggling themselves but act like they've got it all together and seem determined not to show weakness. I've also occasionally had people become very uncomfortable and then withdraw from the relationship.,Yes,One manager told me about her bipolar disorder. She was a huge support to me at the time.,10,6,No,nan,nan,6,"Co-worker was bullied by manager and ended up taking stress leave. She had to hand in her laptop before her leave and give her password to the bullying manager. It was appalling, and was supported by HR and the executives. As a person who had previously revealed mental health problems (and had stood up for my co-worker), I knew I could no longer stay at the company and resigned shortly after.",No,nan,1,"Where do I start? Stop overworking people, be more open to 4-day work weeks, give people more control over their deliverables, get serious about stopping bullying, stop rewarding unhealthy behaviour such as extreme competitiveness and overwork. Also fix the diversity problem and bro culture. This industry is brutal for women.",nan,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,Male,United Kingdom,nan,No,I don't know,Yes,More than 1000,No,I don't know,Yes,No,No,No,No,No,Somewhat difficult,No,No,nan,nan,Yes,"No, none did",N/A (was not aware),None did,Some did,I don't know,"No, none of my previous supervisors",Yes,Not open at all,Yes,Possibly,Possibly,nan,Rarely,Often,United Kingdom,nan,nan,nan,nan,nan,Maybe/Not sure,Physical health,No,nan,No,nan,Yes,It was a passing comment as in they were explaining something/telling a story and told us they had autism but didn't really talk in depth about their struggles regarding their autism.,6,5,nan,nan,No,Physical health,No,nan,No,nan,No,nan,7,5,No,nan,nan,4,nan,Maybe/Not sure,nan,3,Be more transparent in how the company handles mental health issues and what services (if they have them) they have that can support employees effected by this,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,Other,United States of America,Ohio,No,I don't know,Yes,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (was not aware),None did,None did,I don't know,"No, none of my previous supervisors",No,Not open at all,No,Yes,Yes,Yes,Sometimes,Often,United States of America,Ohio,nan,nan,nan,nan,No,Physical health,No,nan,Yes,"Just sharing that I have mental health disorders, in response to someone else sharing that. They didn't say anything and looked unsure how to respond to me.",Yes,"Just sharing that they have ADD, and talking about how they can't eat after taking their meds (since the meds induce lack of appetite)",10,6,nan,nan,No,Physical health,No,nan,Yes,"We were friends before and after I left, so we talk regularly about our mental health disorders and managing them.",No,nan,5,0,No,nan,nan,5,nan,No,nan,1,"Break down the idea that a good/rock star developer is someone who works 80+ hours a week without complaint, without sleep, and without food. Destroy the idea that developers who don't do all of that are expendable.","In my experience, my mental health is compounded by others' reactions to portions of my identity -- Black, Queer, and assumed to be a Woman. I often feel like I don't have the space to discuss my mental health because I'm already a minority in so many ways. The undercurrent of needing to prove my ability ""in spite"" of my identity both contributes to my mental health and my inability to trust that it won't affect my career if I talk about it. ",No,Black or African American,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,Male,United States of America,Illinois,Yes,Yes,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,I know some,Yes,"Yes, they all did",I was aware of some,None did,None did,I don't know,Some of my previous supervisors,Maybe,Very open,Maybe,Yes,Yes,Yes,Sometimes,Often,United States of America,Illinois,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,1-25%,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,No,Physical health,Yes,nan,Yes,nan,Yes,nan,6,3,No,nan,nan,6,nan,Maybe/Not sure,nan,2,nan,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,Male,United States of America,Colorado,No,Yes,Yes,1-5,Yes,No,Yes,Maybe,Yes,nan,I don't know,No,Very easy,Yes,Yes,nan,nan,Yes,"No, none did",N/A (none offered),None did,None did,I don't know,Some of my previous supervisors,Maybe,Very open,No,Yes,Yes,Yes,Rarely,Often,United States of America,Colorado,nan,nan,nan,nan,Maybe/Not sure,Same level of comfort for each,Yes,I'm a co-founder with two other people and both of them have mental health issues.,Yes,nan,Yes,nan,10,10,nan,nan,Yes,Physical health,Yes,The one I can think of is now one of my co-founders who also has mental health issues so it wasn't a difficult conversation.,Yes,The one I did is now another one of my co-founders who has a mental health issue so it wasn't a difficult conversation.,Yes,It was a good and helpful conversation for all of us.  I feel like we became closer because of it and we understand each other better.,5,0,Yes,No,nan,5,nan,"Yes, I observed",nan,1,People that are naturally inclined to work in our industry are notorious for avoiding things that make them uncomfortable.  We all need to get past that and be more open to people discussing mental health issues around us.,nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,Male,United States of America,North Carolina,Yes,Yes,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,No,"No, I don't know any",Yes,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,"No, none of my previous supervisors",No,Neutral,Maybe,Possibly,Possibly,nan,Often,Often,United States of America,North Carolina,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,76-100%,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,I'm not sure,Yes,Physical health,Yes,was not good,Yes,was not good,No,nan,5,5,No,nan,nan,5,nan,Maybe/Not sure,nan,2,nan,nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,Male,Austria,nan,Yes,Yes,Yes,nan,nan,nan,nan,Maybe,nan,nan,nan,nan,nan,nan,nan,Yes,"Yes, I know several",Yes,"No, none did",N/A (none offered),None did,None did,I don't know,"Yes, all of my previous supervisors",Yes,Very open,No,Yes,Yes,Yes,Sometimes,Often,Austria,nan,"Sometimes, if it comes up","Sometimes, if it comes up",Unsure,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,Positively,Positively,Yes,Same level of comfort for each,Yes,"""I am about to tip over into a depression, Theo."" ""We've got your back covered. Go, take therapy and do everything you need to do; in the mean time your job is here for you.""",Yes,"""Pete, I've tipped over into a depression."" ""Aw, that sucks. Can we help you in any way ?""",No,nan,7,7,No,nan,nan,7,nan,"Yes, I observed",nan,4,"Caveat: I work in the tech industry in Europe, and am a startup co-founder. 

The big danger is Silicon Valley imitation. Silicon Valley, with its cult of over hours and more-than-reasonable dedication to a job (where a job should just be that: a way to creatively express yourself that also pays for your life !) can, and does, drive people into health problems, to put i benignly. 

Still, this is Europe; we have multiple layers of protection: state-provided health insurance, state regulations on what are sane working hours, state -provided emergency services (even for mental health). What helps, too, for sure: the tech industry is rife with highly intelligent people, who are possibly more likely than others to understand and even imagine the mental suffering of a coworker.","PLEASE do NOT consider the USA as the template for all the world. I've responded from a European viewpoint, from the position of being a cofounder of and working for a startup in a liberal, social democracy. You SHOULD take into account the fact that the US, with its - in our eyes - perverse ""health care"" system (between quotation marks as it isn't really a health care system) is not, by far, a benchmark for the rest of the world.",Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,Female,United States of America,California,Yes,Yes,No,nan,nan,nan,nan,Maybe,nan,nan,nan,nan,nan,nan,nan,Yes,"Yes, I know several",Yes,Some did,"No, I only became aware later",Some did,Some did,No,Some of my previous supervisors,Maybe,Somewhat open,nan,Possibly,No,nan,Not applicable to me,Not applicable to me,United States of America,California,Not applicable to me,Not applicable to me,Yes,26-50%,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not applicable to me,Yes,Physical health,Yes,"I was suffering from fairly serious burnout at a previous company and asked for a lighter workload as well as time off in order to recover in February. It was ignored for several months until I was at a point where I was largely unable to perform my work duties.

I approached a former boss (who still worked at the company) in April who gave me advice on ways to delegate my work and allow myself some time to recover. My current manager felt like I had gone behind their back when in fact I had approached them first. 

In July, things reached a breaking point and I approached my previous manager for advice on how to ask for significant time off for medical reasons. They went with me to my current manager and I received 2.5 weeks off with the promise of more if I needed it.

2 weeks in I asked for additional time off and was instead called into a meeting where I was let go due to performance issues.",Yes,See above regarding my approaching a previous manager about help with how to handle the burnout as well as my current boss.,Yes,"I was responsible for the hiring of a teammate who was burned out they joined the company. I had hoped that we could mitigate some of the problems by slowing onboarding processes and easing them in, but within a month of them joining the team it became clear that this new employee wouldn't be able to handle the workload given their current mental state. I advocated that they have time off and be able to come back when they were recovered, but they were instead let go.",7,4,No,nan,nan,6,See above re: when I talked about my burnout issues at a previous job.,"Yes, I experienced",nan,3,"- Making allowances for mental health days in the same way that we allow for sick days.
- Being supportive of a variety of mental health issues instead of making assumptions about what they think they know about issues and disorders.
- Talk more openly about the issues that exist and the appropriate (and inappropriate) responses to them.",nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
